budget,popularity,revenue,runtime,title,avg_rating,ratings,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_year,director,actor_1,actor_2,actor_3,success,director_success_rate,actor_1_success_rate,actor_2_success_rate,actor_3_success_rate
160000000,167.58371,825532764,148.0,Inception,8.1,13752,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2010,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,1,1.0,0.9333333333333333,1.0,0.5
15000000,9.476999,77000000,120.0,Shin Godzilla,6.5,143,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,Hideaki Anno,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,1,1.0,1.0,1.0,1.0
250000000,108.849621,1021103568,169.0,The Hobbit: An Unexpected Journey,7.0,8297,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,1,0.7777777777777778,0.5,0.5,1.0
38000000,6.909942,207283925,106.0,The Fast and the Furious,6.6,3428,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,Rob Cohen,Paul Walker,Vin Diesel,Michelle Rodriguez,1,0.7777777777777778,0.4444444444444444,0.5,0.6
150000000,60.269279,333932083,166.0,The Curious Case of Benjamin Button,7.3,3292,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2008,David Fincher,Cate Blanchett,Brad Pitt,Tilda Swinton,1,0.9,0.42857142857142855,0.9166666666666666,1.0
160000000,3.195174,353624124,132.0,X-Men: First Class,7.1,5181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,1,1.0,0.5,0.8,0.75
160000000,127.284427,653428261,137.0,The Hunger Games: Mockingjay - Part 2,6.6,3984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,1,1.0,1.0,0.6666666666666666,1.0
150000000,35.580815,215283742,109.0,The Sorcerer's Apprentice,5.8,1470,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,Jon Turteltaub,Nicolas Cage,Jay Baruchel,Monica Bellucci,0,0.6666666666666666,0.46153846153846156,0.5,0.5
160000000,21.133748,181674817,99.0,Poseidon,5.5,583,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,Wolfgang Petersen,Kurt Russell,Richard Dreyfuss,Josh Lucas,0,0.7142857142857143,0.3076923076923077,0.0,0.0
170000000,56.268916,299370084,113.0,Alice Through the Looking Glass,6.5,1725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,James Bobin,Johnny Depp,Mia Wasikowska,Anne Hathaway,1,1.0,0.6923076923076923,0.5,1.0
160000000,42.986467,798958165,93.0,Shrek the Third,6.0,2278,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2007,Chris Miller,Mike Myers,Eddie Murphy,Cameron Diaz,1,1.0,0.8888888888888888,1.0,0.8888888888888888
160000000,63.148529,433677183,123.0,Warcraft,6.3,2268,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Duncan Jones,Paula Patton,Travis Fimmel,Ben Foster,1,1.0,1.0,1.0,0.75
155000000,202.042635,440603537,126.0,Terminator Genisys,5.8,3631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2015,Alan Taylor,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,1,1.0,0.7272727272727273,1.0,1.0
155000000,49.661984,415686217,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010,Michael Apted,Skandar Keynes,Georgie Henley,Simon Pegg,1,0.6,1.0,1.0,0.75
140000000,34.20669,449220945,183.0,Pearl Harbor,6.6,1791,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2001,Michael Bay,Ben Affleck,Josh Hartnett,Kate Beckinsale,1,0.8333333333333334,0.75,0.5,0.3333333333333333
150000000,25.468493,709709780,144.0,Transformers,6.6,4040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,Michael Bay,Shia LaBeouf,Josh Duhamel,Megan Fox,1,0.8333333333333334,0.8571428571428571,1.0,0.5
155000000,39.019229,167298192,175.0,Alexander,5.6,927,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2004,Oliver Stone,Colin Farrell,Angelina Jolie,Val Kilmer,0,0.6153846153846154,0.2222222222222222,0.7142857142857143,0.25
150000000,78.144395,938212738,138.0,Harry Potter and the Order of the Phoenix,7.4,5494,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2007,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,1,1.0,1.0,1.0,0.875
150000000,101.250416,895921036,157.0,Harry Potter and the Goblet of Fire,7.5,5608,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2005,Mike Newell,Daniel Radcliffe,Rupert Grint,Emma Watson,1,0.6,1.0,1.0,0.875
150000000,56.758411,624029371,92.0,Hancock,6.2,2961,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,Peter Berg,Will Smith,Charlize Theron,Jason Bateman,1,0.3333333333333333,0.8125,0.5555555555555556,0.6666666666666666
150000000,70.867401,585349010,101.0,I Am Legend,6.9,4853,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2007,Francis Lawrence,Will Smith,Alice Braga,Charlie Tahan,1,1.0,0.8125,1.0,0.5
150000000,53.905592,474968763,115.0,Charlie and the Chocolate Factory,6.7,3624,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2005,Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,1,0.7857142857142857,0.6923076923076923,1.0,1.0
150000000,65.677399,623722818,111.0,Ratatouille,7.5,4369,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2007,Jan Pinkava,Patton Oswalt,Ian Holm,Lou Romano,1,1.0,1.0,1.0,1.0
150000000,115.040024,374218673,140.0,Batman Begins,7.5,7359,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Christopher Nolan,Christian Bale,Michael Caine,Liam Neeson,1,1.0,0.6875,0.4,1.0
150000000,44.141021,603900354,89.0,Madagascar: Escape 2 Africa,6.2,1810,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,Eric Darnell,Ben Stiller,Jada Pinkett Smith,David Schwimmer,1,1.0,0.7142857142857143,1.0,1.0
150000000,81.781591,413106170,105.0,Night at the Museum: Battle of the Smithsonian,5.9,1971,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,Shawn Levy,Ben Stiller,Amy Adams,Owen Wilson,1,0.9,0.7142857142857143,1.0,0.4
150000000,5.954334,373062864,107.0,X-Men Origins: Wolverine,6.2,4021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2009,Gavin Hood,Hugh Jackman,Liev Schreiber,Danny Huston,1,0.5,0.8,1.0,0.6666666666666666
150000000,73.313918,424988211,129.0,The Matrix Revolutions,6.4,3096,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2003,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,1,0.6666666666666666,0.7142857142857143,0.42857142857142855,1.0
150000000,165.125366,1274219009,102.0,Frozen,7.3,5295,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,Chris Buck,Kristen Bell,Idina Menzel,Jonathan Groff,1,1.0,0.75,1.0,1.0
150000000,70.78591,738599701,138.0,The Matrix Reloaded,6.7,3443,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2003,Lilly Wachowski,Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne,1,0.6666666666666666,0.7142857142857143,0.4,1.0
170000000,99.499595,644571402,112.0,Thor: The Dark World,6.8,4755,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Alan Taylor,Chris Hemsworth,Natalie Portman,Tom Hiddleston,1,1.0,0.4,0.625,1.0
150000000,434.278564,378858340,120.0,Mad Max: Fury Road,7.2,9427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2015,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,1,0.7142857142857143,0.6,0.5555555555555556,1.0
150000000,67.447636,356613439,138.0,Angels & Demons,6.5,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009,Ron Howard,Tom Hanks,Ewan McGregor,Ayelet Zurer,1,0.7272727272727273,0.9130434782608695,0.7777777777777778,1.0
150000000,86.493424,449326618,115.0,Thor,6.6,6525,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Tom Hiddleston,1,0.6666666666666666,0.4,0.625,1.0
150000000,41.845878,309979994,98.0,Bolt,6.3,1750,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,Chris Williams,John Travolta,Miley Cyrus,Susie Essman,1,1.0,0.5555555555555556,1.0,1.0
150000000,26.710398,292817841,88.0,G-Force,5.1,510,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009,Hoyt Yeatman,Sam Rockwell,Penélope Cruz,Tracy Morgan,1,1.0,0.4,0.6666666666666666,1.0
150000000,44.927635,301000000,99.0,Wrath of the Titans,5.5,1431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,Jonathan Liebesman,Sam Worthington,Liam Neeson,Ralph Fiennes,1,1.0,0.75,0.3333333333333333,1.0
150000000,50.306728,245527149,113.0,Dark Shadows,5.7,2320,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,Tim Burton,Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter,1,0.7857142857142857,0.6923076923076923,0.6666666666666666,1.0
150000000,114.522237,682330139,131.0,Mission: Impossible - Rogue Nation,7.1,3224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,Christopher McQuarrie,Tom Cruise,Rebecca Ferguson,Simon Pegg,1,1.0,0.9565217391304348,1.0,0.75
150000000,29.332905,287594577,91.0,Bee Movie,5.7,1171,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,Steve Hickner,Jerry Seinfeld,Renée Zellweger,Jim Cummings,1,1.0,1.0,0.5,1.0
150000000,51.247321,665692281,91.0,Kung Fu Panda 2,6.7,1880,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,Jennifer Yuh Nelson,Jack Black,Angelina Jolie,Dustin Hoffman,1,1.0,0.8888888888888888,0.7142857142857143,1.0
150000000,33.769336,318502923,103.0,The Last Airbender,4.7,1151,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010,M. Night Shyamalan,Noah Ringer,Nicola Peltz,Jackson Rathbone,1,0.8888888888888888,1.0,1.0,1.0
150000000,63.079003,397850012,126.0,Mission: Impossible III,6.5,2028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,J.J. Abrams,Tom Cruise,Philip Seymour Hoffman,Ving Rhames,1,1.0,0.9565217391304348,0.5714285714285714,1.0
150000000,39.004588,205366737,131.0,White House Down,6.4,1891,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Roland Emmerich,Channing Tatum,Jamie Foxx,Joey King,0,0.625,0.8,0.4,0.0
150000000,12.362599,38992758,88.0,Mars Needs Moms,5.5,199,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,Simon Wells,Seth Green,Joan Cusack,Dan Fogler,0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333
149000000,22.550135,64459316,85.0,Flushed Away,6.0,874,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,David Bowers,Hugh Jackman,Kate Winslet,Ian McKellen,0,0.5,0.8,0.4,0.8
150000000,48.03528,128388320,111.0,Pan,5.9,954,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,Joe Wright,Levi Miller,Garrett Hedlund,Hugh Jackman,0,0.6,0.0,0.0,0.5
145000000,38.73494,272912430,92.0,Mr. Peabody & Sherman,6.7,843,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,Rob Minkoff,Ty Burrell,Max Charles,Ariel Winter,1,0.8,1.0,1.0,1.0
175000000,66.803149,497409852,163.0,Troy,6.9,2759,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2004,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Eric Bana,1,0.7142857142857143,0.875,1.0,1.0
145000000,44.989192,746921274,93.0,Madagascar 3: Europe's Most Wanted,6.4,1808,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,Conrad Vernon,Ben Stiller,Sacha Baron Cohen,David Schwimmer,1,1.0,0.7142857142857143,0.5,1.0
140000000,54.159392,431971116,133.0,Die Another Day,5.8,1092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,Lee Tamahori,Pierce Brosnan,Halle Berry,Rosamund Pike,1,0.5,0.7272727272727273,0.5,0.6
144000000,66.21806,229147509,116.0,Ghostbusters,5.3,2142,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Paul Feig,Melissa McCarthy,Kristen Wiig,Kate McKinnon,1,1.0,1.0,0.6666666666666666,1.0
140000000,58.485967,553799566,151.0,Armageddon,6.4,2482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1998,Michael Bay,Bruce Willis,Billy Bob Thornton,Ben Affleck,1,0.8333333333333334,0.5925925925925926,0.4,1.0
140000000,91.332849,441818803,88.0,Men in Black II,6.0,3114,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,Rip Torn,1,0.7142857142857143,0.5714285714285714,1.0,1.0
70000000,35.601665,195735876,115.0,Beowulf,5.5,841,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,Robert Zemeckis,Ray Winstone,Angelina Jolie,Anthony Hopkins,1,1.0,1.0,0.7142857142857143,1.0
145000000,56.747978,521170825,95.0,Kung Fu Panda 3,6.7,1603,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,Jennifer Yuh Nelson,Jack Black,Bryan Cranston,Dustin Hoffman,1,1.0,0.8888888888888888,1.0,1.0
145000000,77.77477,694713380,133.0,Mission: Impossible - Ghost Protocol,6.8,3972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,Brad Bird,Tom Cruise,Jeremy Renner,Simon Pegg,1,0.5,0.9565217391304348,0.5,0.75
145000000,61.788035,306941670,97.0,Rise of the Guardians,7.1,1922,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2012,Peter Ramsey,Chris Pine,Alec Baldwin,Jude Law,1,1.0,0.6666666666666666,0.8571428571428571,0.75
100000000,25.159168,202026112,90.0,Fun with Dick and Jane,5.9,627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Dean Parisot,Jim Carrey,Téa Leoni,Alec Baldwin,1,0.6666666666666666,0.8,0.5,0.4
140000000,52.341226,456758981,154.0,The Last Samurai,7.3,1895,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2003,Edward Zwick,Tom Cruise,Ken Watanabe,William Atherton,1,0.8571428571428571,0.9565217391304348,1.0,1.0
140000000,101.599427,268031828,150.0,Exodus: Gods and Kings,5.6,1921,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Ridley Scott,Christian Bale,Joel Edgerton,John Turturro,1,0.75,0.6875,0.6666666666666666,0.5
150000000,73.616808,385680446,127.0,Star Trek,7.4,4518,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,J.J. Abrams,Chris Pine,Zachary Quinto,Leonard Nimoy,1,1.0,0.6666666666666666,1.0,1.0
139000000,82.502566,821708551,121.0,Spider-Man,6.8,5265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,Sam Raimi,Tobey Maguire,Willem Dafoe,Kirsten Dunst,1,0.875,0.8,0.6,1.0
145000000,100.21391,609123048,102.0,How to Train Your Dragon 2,7.6,3106,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Dean DeBlois,Jay Baruchel,Gerard Butler,Kristen Wiig,1,1.0,1.0,1.0,0.5
140000000,56.257249,150680864,127.0,Gods of Egypt,5.3,1277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,Alex Proyas,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,0,0.6,0.0,0.5,0.3333333333333333
135000000,17.88953,76932943,121.0,Stealth,4.9,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Rob Cohen,Josh Lucas,Jessica Biel,Jamie Foxx,0,0.7777777777777778,0.0,0.5,0.5
130000000,64.798873,185258983,163.0,Watchmen,7.0,2811,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2009,Zack Snyder,Malin Åkerman,Billy Crudup,Carla Gugino,0,0.7142857142857143,0.0,0.0,0.5
140000000,24.855701,285444603,127.0,Lethal Weapon 4,6.3,767,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,Richard Donner,Mel Gibson,Danny Glover,Joe Pesci,1,0.5,0.8666666666666667,0.8,1.0
137000000,34.981698,245360480,138.0,Hulk,5.3,1533,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,Ang Lee,Eric Bana,Jennifer Connelly,Sam Elliott,1,0.7142857142857143,0.75,1.0,0.75
130000000,59.325589,371876278,110.0,G.I. Joe: Retaliation,5.4,3025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2013,Jon M. Chu,Dwayne Johnson,D.J. Cotrona,Adrianne Palicki,1,1.0,0.5,1.0,1.0
130000000,21.605568,119269486,124.0,Sahara,5.7,434,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,Breck Eisner,Matthew McConaughey,Penélope Cruz,Steve Zahn,0,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.6666666666666666
137000000,26.074908,85131830,106.0,Final Fantasy: The Spirits Within,5.9,433,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2001,Hironobu Sakaguchi,Donald Sutherland,Ming-Na Wen,Alec Baldwin,0,0.0,0.0,0.0,0.4
140000000,74.506246,370569774,124.0,Captain America: The First Avenger,6.6,7047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,Joe Johnston,Chris Evans,Hugo Weaving,Tommy Lee Jones,1,0.6666666666666666,1.0,1.0,0.75
135000000,39.604363,361832400,128.0,The World Is Not Enough,6.0,862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,Michael Apted,Pierce Brosnan,Sophie Marceau,Robert Carlyle,1,0.6,0.7272727272727273,1.0,1.0
150000000,36.973031,212011111,138.0,Master and Commander: The Far Side of the World,6.9,790,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,Peter Weir,Russell Crowe,Paul Bettany,James D'Arcy,0,0.75,0.38461538461538464,0.4,0.0
120000000,99.687084,829000000,115.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2012,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,1,0.5,0.8333333333333334,1.0,1.0
130000000,17.7735,150406466,100.0,Happy Feet Two,5.8,373,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,George Miller,Elijah Wood,Robin Williams,Pink,0,0.7142857142857143,0.5,0.8,0.0
150000000,62.898336,163712074,114.0,The Incredible Hulk,6.1,3021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,Louis Leterrier,Edward Norton,Liv Tyler,Tim Roth,0,0.6666666666666666,0.2857142857142857,0.0,0.3333333333333333
140000000,44.19092,183345589,120.0,The BFG,6.0,1000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,Steven Spielberg,Ruby Barnhill,Mark Rylance,Rebecca Hall,0,0.9259259259259259,0.0,0.5,0.0
135000000,100.635882,532950503,156.0,The Revenant,7.3,6396,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2015,Alejandro González Iñárritu,Leonardo DiCaprio,Tom Hardy,Will Poulter,1,1.0,0.9333333333333333,1.0,1.0
135000000,44.765377,282570682,96.0,Turbo,6.1,1074,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,David Soren,Ryan Reynolds,Paul Giamatti,Michael Peña,1,1.0,0.7777777777777778,1.0,1.0
135000000,29.91353,245724603,107.0,Rango,6.6,2051,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,Gore Verbinski,Johnny Depp,Isla Fisher,Ned Beatty,1,0.7142857142857143,0.6923076923076923,1.0,1.0
132000000,84.366984,373552094,92.0,Penguins of Madagascar,6.5,1346,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,Eric Darnell,Tom McGrath,Chris Miller,Christopher Knights,1,1.0,1.0,1.0,1.0
70000000,45.381501,442824138,115.0,The Bourne Ultimatum,7.3,2888,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2007,Paul Greengrass,Matt Damon,Julia Stiles,David Strathairn,1,0.8333333333333334,0.7272727272727273,0.6666666666666666,0.6666666666666666
130000000,84.689648,631744560,90.0,Kung Fu Panda,6.9,3145,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,Mark Osborne,Jack Black,Dustin Hoffman,Angelina Jolie,1,1.0,0.8888888888888888,0.25,1.0
130000000,120.09361,519311965,117.0,Ant-Man,7.0,5880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,Peyton Reed,Paul Rudd,Michael Douglas,Evangeline Lilly,1,1.0,0.8,1.0,1.0
130000000,76.310119,847423452,146.0,The Hunger Games: Catching Fire,7.4,6495,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,1,1.0,1.0,0.6666666666666666,1.0
135000000,63.473086,368871007,94.0,Home,6.8,1519,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2015,Tim Johnson,Jim Parsons,Rihanna,Steve Martin,1,0.5,1.0,1.0,0.6666666666666666
132000000,48.572726,591739379,116.0,War of the Worlds,6.2,2322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2005,Steven Spielberg,Tom Cruise,Dakota Fanning,Miranda Otto,1,0.9259259259259259,0.9565217391304348,1.0,1.0
130000000,38.068736,273339556,147.0,Bad Boys II,6.3,1564,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,Michael Bay,Martin Lawrence,Will Smith,Jordi Mollà,1,0.8333333333333334,0.875,1.0,1.0
130000000,20.678787,554987477,90.0,Puss in Boots,6.4,451,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,1,1.0,0.5833333333333334,0.5714285714285714,0.6666666666666666
110000000,48.829437,293329073,100.0,Salt,6.2,2093,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2010,Phillip Noyce,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,1,0.8571428571428571,0.6363636363636364,1.0,1.0
125000000,46.115758,362637473,139.0,Noah,5.6,2350,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Darren Aronofsky,Russell Crowe,Jennifer Connelly,Emma Watson,1,0.8333333333333334,0.38461538461538464,1.0,0.875
130000000,89.938296,371940071,107.0,The Adventures of Tintin,6.7,2061,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,Steven Spielberg,Jamie Bell,Andy Serkis,Daniel Craig,1,0.9259259259259259,1.0,1.0,1.0
130000000,79.679601,789804554,141.0,Harry Potter and the Prisoner of Azkaban,7.7,5877,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2004,Alfonso Cuarón,Daniel Radcliffe,Rupert Grint,Emma Watson,1,0.75,1.0,1.0,0.875
130000000,28.840997,49554002,165.0,Australia,6.3,694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Baz Luhrmann,Nicole Kidman,Hugh Jackman,Essie Davis,0,0.75,0.3333333333333333,0.6666666666666666,0.5
130000000,42.840582,243843127,100.0,After Earth,5.0,2532,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,M. Night Shyamalan,Jaden Smith,Will Smith,Sophie Okonedo,1,0.8888888888888888,1.0,1.0,1.0
127500000,26.548594,354248063,82.0,Dinosaur,6.2,542,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,Ralph Zondag,D. B. Sweeney,Alfre Woodard,Ossie Davis,1,1.0,1.0,1.0,1.0
127000000,115.597753,349424282,97.0,Night at the Museum: Secret of the Tomb,6.1,1851,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Shawn Levy,Ben Stiller,Rami Malek,Rebel Wilson,1,0.9,0.7142857142857143,1.0,1.0
130000000,68.757242,321887208,95.0,Megamind,6.7,1918,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2010,Tom McGrath,Will Ferrell,Brad Pitt,Tina Fey,1,1.0,0.7857142857142857,0.9166666666666666,1.0
125000000,109.984351,976475550,152.0,Harry Potter and the Philosopher's Stone,7.5,7006,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2001,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,1,0.7777777777777778,1.0,1.0,0.875
130000000,39.448066,61648500,96.0,R.I.P.D.,5.4,1260,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Robert Schwentke,Jeff Bridges,Ryan Reynolds,Kevin Bacon,0,0.6666666666666666,0.6363636363636364,0.6,0.8
